paper_id,title,authors,year,venue,doi,url,pdf_url,source_database,abstract,keywords,citation_count,open_access_status,domain,task_type,models_mentioned,datasets_mentioned,metrics_mentioned,relevance_score,screening_status,exclusion_reason
P9C1153E4EC,Multilingual and cross-lingual information retrieval,Peng Wang; Pete Smith,2025,Multilingual Artificial Intelligence,10.4324/9781003470557-8,https://doi.org/10.4324/9781003470557-8,,Crossref,,,2,unknown,general,retrieval,,,,,unscreened,
P08DDD06BEA,Multilingual LLM Prompting Strategies for Medical English-Vietnamese Machine Translation,Nhu Quynh Vo; Nhat Le; Dung D. Le; Massimo Piccardi; Wray Buntine,2025,arXiv.org,10.48550/arxiv.2509.15640,https://www.semanticscholar.org/paper/1df99f537326d92ad7bde19c6d2c66cb0f93125f,https://arxiv.org/pdf/2509.15640,OpenAlex; Semantic Scholar,"Medical English-Vietnamese machine translation (En-Vi MT) is essential for healthcare access and communication in Vietnam, yet Vietnamese remains a low-resource and under-studied language. We systematically evaluate prompting strategies for six multilingual LLMs (0.5B-9B parameters) on the MedEV dataset, comparing zero-shot, few-shot, and dictionary-augmented prompting with Meddict, an English-Vietnamese medical lexicon. Results show that model scale is the primary driver of performance: larger LLMs achieve strong zero-shot results, while few-shot prompting yields only marginal improvements. In contrast, terminology-aware cues and embedding-based example retrieval consistently improve domain-specific translation. These findings underscore both the promise and the current limitations of multilingual LLMs for medical En-Vi MT.",,1,open,medical,retrieval; embedding; benchmark,,,,,unscreened,
P41DE99A3CC,Milco: Learned Sparse Retrieval Across Languages via a Multilingual Connector,Thong Nguyen; Yibin Lei; Jia-Huei Ju; Eugene Yang; Andrew Yates,2025,arXiv.org,10.48550/arxiv.2510.00671,https://www.semanticscholar.org/paper/9bd65d5c25f27eda23861dd6c2c41477761a2495,https://arxiv.org/pdf/2510.00671,Semantic Scholar,"Learned Sparse Retrieval (LSR) combines the efficiency of bi-encoders with the transparency of lexical matching, but existing approaches struggle to scale beyond English. We introduce MILCO, an LSR architecture that maps queries and documents from different languages into a shared English lexical space via a multilingual connector. MILCO is trained with a specialized two-stage regime that combines Sparse Alignment Pretraining with contrastive training to provide representation transparency and effectiveness while mitigating semantic collapse. Motivated by the observation that uncommon entities are often lost when projected into English, we propose a new LexEcho head, which enhances robustness by augmenting the English lexical representation with a source-language view obtained through a special [ECHO] token. MILCO achieves state-of-the-art multilingual and cross-lingual LSR performance, outperforming leading dense, sparse, and multi-vector baselines such as BGE-M3 and Qwen3-Embed on standard multilingual benchmarks, while supporting dynamic efficiency through post-hoc pruning. Notably, when using mass-based pruning to reduce document representations to only 30 active dimensions on average, MILCO 560M outperforms the similarly-sized Qwen3-Embed 0.6B with 1024 dimensions, while achieving 3$\times$ lower retrieval latency and 10$\times$ smaller index size.",,12,open,general,retrieval; benchmark,BGE-M3,,,,unscreened,
PBBF012FD48,Medical LLMs: Fine-Tuning vs. Retrieval-Augmented Generation,Bhagyajit Pingua; A.S. Sahoo; Meenakshi Kandpal; Deepak Murmu; Jyotirmayee Rautaray; Rabindra K. Barik; Manob Jyoti Saikia,2025,Bioengineering,10.3390/bioengineering12070687,https://doi.org/10.3390/bioengineering12070687,https://www.mdpi.com/2306-5354/12/7/687/pdf?version=1750756009,OpenAlex,"Large language models (LLMs) are trained on huge datasets, which allow them to answer questions from various domains. However, their expertise is confined to the data that they were trained on. In order to specialize LLMs in niche domains like healthcare, various training methods can be employed. Two of these commonly known approaches are retrieval-augmented Generation and model fine-tuning. Five models-Llama-3.1-8B, Gemma-2-9B, Mistral-7B-Instruct, Qwen2.5-7B, and Phi-3.5-Mini-Instruct-were fine-tuned on healthcare data. These models were trained using three distinct approaches: retrieval-augmented generation (RAG) alone, fine-tuning (FT) alone, and a combination of both (FT+RAG) on the MedQuAD dataset, which covers a wide range of medical topics including disease symptoms, treatments, medications, and more. Our findings revealed that RAG and FT+RAG consistently outperformed FT alone across most models, particularly LLAMA and PHI. LLAMA and PHI excelled across multiple metrics, with LLAMA showing superior overall performance and PHI demonstrating strong RAG/FT+RAG capabilities. QWEN lagged behind in most metrics, while GEMMA and MISTRAL showed mixed results.",,16,open,medical,retrieval; RAG,,,,,unscreened,
PE13417FBBE,MedEIR: A Specialized Medical Embedding Model for Enhanced Information Retrieval,A. Selvadurai; Jasheen Shaik; Girish Chandrasekar; S. Balamurugan; E. Reddy,2025,arXiv.org,10.48550/arxiv.2505.13482,https://www.semanticscholar.org/paper/7f9c2562dde3dd16bcaf14e979b1314befd83e85,https://arxiv.org/pdf/2505.13482,Semantic Scholar,"Embedding models have become essential for retrieval-augmented generation (RAG) tasks, semantic clustering, and text re-ranking. But despite their growing use, many of these come with notable limitations. For example, Jina fails to capture the semantic content of medical documents, while models such as MiniLM often perform poorly on long-form documents. Domain-adapted models, while specialized, often underperform in general-purpose tasks, reducing their overall applicability. General-domain tokenizers often misinterpret medical vocabulary. The limitations of current embedding models, whether in tokenization accuracy, domain comprehension, or handling long sequences, highlight the need for more versatile solutions. In this work, we present MedEIR, a novel embedding model and tokenizer jointly optimized for both medical and general NLP tasks, incorporating ALiBi-based long-context processing to support sequences of up to 8,192 tokens. MedEIR was pre-trained on only 6 billion tokens, significantly fewer than Jina's, followed by fine-tuning on 3 million sentence pairs. MedEIR consistently outperforms Jina V2 and MiniLM across MTEB benchmarks, achieving top scores on ArguAna (55.24), NFCorpus (38.44), MedicalQARetrieval (74.25), SciFact (72.04), and TRECCOVID (79.56). These results highlight the potential of MedEIR as a highly effective embedding model, demonstrating strong performance across both general-purpose and domain-specific tasks and outperforming existing models on multiple benchmarks.",,0,open,medical,retrieval; embedding; RAG; benchmark,,MTEB,Accuracy,,unscreened,
PD713CB236F,Maintaining MTEB: Towards Long Term Usability and Reproducibility of Embedding Benchmarks,Isaac Chung; Imene Kerboua; Márton Kardos; Roman Solomatin; Kenneth C. Enevoldsen,2025,arXiv.org,10.48550/arxiv.2506.21182,https://www.semanticscholar.org/paper/7dac364364d6d3ef1ffcd200e9e50aba99777a5d,https://arxiv.org/pdf/2506.21182v1,Semantic Scholar; arXiv,"The Massive Text Embedding Benchmark (MTEB) has become a standard evaluation platform for text embedding models. While previous work has established the core benchmark methodology, this paper focuses on the engineering aspects that ensure MTEB's continued reproducibility and extensibility. We present our approach to maintaining robust continuous integration pipelines that validate dataset integrity, automate test execution, and assess benchmark results' generalizability. We detail the design choices that collectively enhance reproducibility and usability. Furthermore, we discuss our strategies for handling community contributions and extending the benchmark with new tasks and datasets. These engineering practices have been instrumental in scaling MTEB to become more comprehensive while maintaining quality and, ultimately, relevance to the field. Our experiences offer valuable insights for benchmark maintainers facing similar challenges in ensuring reproducibility and usability in machine learning evaluation frameworks. The MTEB repository is available at: https://github.com/embeddings-benchmark/mteb",,7,open,general,embedding; benchmark,,MTEB,,,unscreened,
P474D3E1629,MTEB-NL and E5-NL: Embedding Benchmark and Models for Dutch,Nikolay Banar; Ehsan Lotfi; Jens Van Nooten; Cristina Arhiliuc; Marija Kliocaite; Walter Daelemans,2025,arXiv.org,10.48550/arxiv.2509.12340,https://www.semanticscholar.org/paper/d465ef92c8716bf0fd8ffc18fad62d57663eb11d,https://arxiv.org/pdf/2509.12340v1,Semantic Scholar; arXiv,"Recently, embedding resources, including models, benchmarks, and datasets, have been widely released to support a variety of languages. However, the Dutch language remains underrepresented, typically comprising only a small fraction of the published multilingual resources. To address this gap and encourage the further development of Dutch embeddings, we introduce new resources for their evaluation and generation. First, we introduce the Massive Text Embedding Benchmark for Dutch (MTEB-NL), which includes both existing Dutch datasets and newly created ones, covering a wide range of tasks. Second, we provide a training dataset compiled from available Dutch retrieval datasets, complemented with synthetic data generated by large language models to expand task coverage beyond retrieval. Finally, we release a series of E5-NL models compact yet efficient embedding models that demonstrate strong performance across multiple tasks. We make our resources publicly available through the Hugging Face Hub and the MTEB package.",,2,open,general,retrieval; embedding; benchmark,E5,MTEB,,,unscreened,
P048819CB98,MMTEB: Massive Multilingual Text Embedding Benchmark,"Kenneth Enevoldsen; Isaac Chung; Imene Kerboua; Márton Kardos; Ashwin Mathur; David Stap; Jay Gala; Wissam Siblini; Dominik Krzemiński; Genta Indra Winata; Saba Sturua; Saiteja Utpala; Mathieu Ciancone; Marion Schaeffer; Sequeira, Gabriel; D. Misra; Shreeya Singh Dhakal; Jonathan Hvithamar Rystrøm; Roman Solomatin; Ömer Veysel Çağatan; Akash Kundu; Martin Bernstorff; Shitao Xiao; Akshita Sukhlecha; Bhavish Pahwa; Rafał Poświata; Kranthi Kiran GV; Shawon Ashraf; Daniel Auras; Björn Plüster; Jan Philipp Harries; Loïc Magne; Isabelle Mohr; Mariya Hendriksen; Dawei Zhu; Hippolyte Gisserot-Boukhlef; Tom Aarsen; Jan Kostkan; Konrad Wojtasik; Taemin Lee; Marek Šuppa; Crystina Zhang; Roberta Rocca; Mohammed Hamdy; Andrianos Michail; John Yang; Manuel Faysse; Aleksei Vatolin; Nandan Thakur; Manan Dey; Dipam Vasani; Pranjal A. Chitale; Simone Tedeschi; Nguyen Dinh Tai; Artem Snegirev; Michael Günther; Mengzhou Xia; Weijia Shi; Xing Han Lù; Jordan Clive; Krishnakumar, Gayatri; Maksimova, Anna; Silvan Wehrli; Maria Tikhonova; Henil Shalin Panchal; Aleksandr Abramov; Malte Ostendorff; Zheng Liu; Simon Clematide; Lester James V. Miranda; Alena Fenogenova; Guangyu Song; Ruqiya Bin Safi; Wen-Ding Li; Borghini, Alessia; Federico Cassano; Hongjin Su; Jimmy Lin; H. W. Yen; Lasse Hansen; Sara Hooker; Chenghao Xiao; Vaibhav Adlakha; Orion Weller; Siva Reddy; Niklas Muennighoff",2025,arXiv.org,10.48550/arxiv.2502.13595,https://www.semanticscholar.org/paper/653b0b997f3ea32f15a81128fc6daeea04d1fa87,https://arxiv.org/pdf/2502.13595,OpenAlex; Semantic Scholar,"Text embeddings are typically evaluated on a limited set of tasks, which are constrained by language, domain, and task diversity. To address these limitations and provide a more comprehensive evaluation, we introduce the Massive Multilingual Text Embedding Benchmark (MMTEB) - a large-scale, community-driven expansion of MTEB, covering over 500 quality-controlled evaluation tasks across 250+ languages. MMTEB includes a diverse set of challenging, novel tasks such as instruction following, long-document retrieval, and code retrieval, representing the largest multilingual collection of evaluation tasks for embedding models to date. Using this collection, we develop several highly multilingual benchmarks, which we use to evaluate a representative set of models. We find that while large language models (LLMs) with billions of parameters can achieve state-of-the-art performance on certain language subsets and task categories, the best-performing publicly available model is multilingual-e5-large-instruct with only 560 million parameters. To facilitate accessibility and reduce computational cost, we introduce a novel downsampling method based on inter-task correlation, ensuring a diverse selection while preserving relative model rankings. Furthermore, we optimize tasks such as retrieval by sampling hard negatives, creating smaller but effective splits. These optimizations allow us to introduce benchmarks that drastically reduce computational demands. For instance, our newly introduced zero-shot English benchmark maintains a ranking order similar to the full-scale version but at a fraction of the computational cost.",,118,open,general,retrieval; embedding; benchmark,multilingual-e5; E5,MTEB; MMTEB,,,unscreened,
P2902D5A042,MIND-SBERT: An Explainable and Trustworthy Article Retrieval and Summarization System,Ahmad Farooq,2025,,10.20944/preprints202507.2592.v1,https://doi.org/10.20944/preprints202507.2592.v1,,Crossref,"This paper presents MIND-SBERT, an innovative text analytics platform that transforms large-scale unstructured news data into actionable insights through an integrated analytical pipeline. The platform leverages the Microsoft News Dataset (MIND) and advanced natural language processing techniques to create a comprehensive analytics solution focused on transparency and trust. By combining Sentence-BERT (SBERT) for semantic analysis, GPT-4o for content synthesis, and a multi-dimensional analytical evaluation framework, MIND-SBERT provides a powerful tool for data-driven decision support. The platform incorporates detailed analytical performance metrics including quantitative measures (ROUGE, BLEU, METEOR) and qualitative dimensions (conciseness, relevance, coherence, accuracy, fairness) for comprehensive output assessment. A critical innovation is the trust auditing mechanism that identifies and corrects potential inaccuracies in analytical outputs. The interactive Streamlit-based analytics dashboard enables users to explore data patterns, analyze multi-document insights with transparent evaluation metrics, and understand the analytical process through detailed explanations. This human-centered analytics approach provides users with deep visibility into the platform's analytical decision-making, fostering trust and enabling informed use of generated insights for evidence-based decision support.",,0,unknown,news,retrieval; benchmark,Sentence-BERT,,Accuracy,,unscreened,
PFD3A76DD6D,MAEM: A Multi-Aspect Extraction Model for Enhanced Embedding in RAG,Ningyuan Yi; Chen Liu; Yue Wang; Jianjun Yu,2025,"ICASSP 2025 - 2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",10.1109/icassp49660.2025.10889603,https://www.semanticscholar.org/paper/3041d88e1a5d23684ecf49d9af64d4f504614759,,Crossref; Semantic Scholar,"Retrieval Augmented Generation can effectively reduce hallucinations in LLMs during question-answering, with embedding models directly influencing its performance. While current embedding models improve encoding through large-scale training, they often overlook the potential or explicit multi-aspect information within the text. To address this, we propose the Multi-Aspect Extraction Model (MAEM), an eigen decomposition-based approach that extracts and integrates text aspects into a unified vector for enhanced retrieval, and introduce a regularization loss function to assist in training. We utilized LLMs to create the Policy-Corpus dataset and validated the model on both Policy-Corpus and FiQA. Incorporating MAEM and regularization into GTEbase improved NDCG@10 by 3.8 points on FiQA and 4.56 points on Policy-Corpus. Respectively, achieving results comparable to larger models using a smaller parameter model.",,1,unknown,general,retrieval; embedding; RAG,,,nDCG,,unscreened,
P57B371D9D8,M3-RAG: Unified Multimodal and Multilingual Retrieval-Augmented Generation,Junqi Xu; Junjie Zhu; Yaohan Ba,2025,2025 6th International Conference on Computer Engineering and Application (ICCEA),10.1109/iccea65460.2025.11102259,https://www.semanticscholar.org/paper/a7e7e4844e42b52aac23f2c622d8c61582d24a66,,Crossref; Semantic Scholar,"Retrieval-Augmented Generation (RAG) systems grapple with inherent limitations in processing multilingual and multimodal queries, particularly when bridging linguistic diversity with cross-modal semantic alignment. To address this, we present M3-RAG, an integrated framework that synergizes multilingual text retrieval (via BGE-M3), cross-lingual image retrieval (via AltCLIP), and language-contextualized generation within a unified architecture. At its core, the framework introduces three pivotal advancements: First, a zero-shot alignment mechanism employing unsupervised contrastive learning bridges text and image embeddings across 12 languages, achieving 83.5% cross-modal retrieval accuracy a 12.3 % absolute improvement over existing state of the art methods. Second, a dynamic modality router with lightweight MLP architecture dynamically activates text/image retrieval paths based on query semantics, attaining 92.3 % routing accuracy while reducing redundant computations by 28 % through adaptive threshold optimization. Third, we construct the Cross-MMQA benchmark, the first multilingual multimodal QA dataset encompassing $\mathbf{1 5 K}$ culturally annotated text-image pairs across 12 languages, rigorously validated through crowdsourced bilingual annotations. Comprehensive evaluations demonstrate M3-RAG's superiority, achieving 72.1 % F1 on mixed-modal queries-surpassing textonly and image-only baselines by 22.4 % and 15.8 % respectively while maintaining real-time responsiveness (587 ms /query) on consumer-grade GPUs through FP16 quantization and query caching. The system's efficacy is further validated in real-world deployments, where it improved diagnostic accuracy by 41 % for Swahili-speaking medical consultations compared to conventional RAG systems.",,1,unknown,medical,retrieval; embedding; RAG; benchmark,BGE-M3,,Accuracy,,unscreened,
P11E9DB12BD,M-LongDoc: A Benchmark For Multimodal Super-Long Document Understanding And A Retrieval-Aware Tuning Framework,Yew Ken Chia; Liying Cheng; Hou Pong Chan; Maojia Song; Chaoqun Liu; Mahani Aljunied; Soujanya Poria; Lidong Bing,2025,,10.18653/v1/2025.emnlp-main.469,https://doi.org/10.18653/v1/2025.emnlp-main.469,https://aclanthology.org/2025.emnlp-main.469.pdf,OpenAlex,"Yew Ken Chia, Liying Cheng, Hou Pong Chan, Maojia Song, Chaoqun Liu, Mahani Aljunied, Soujanya Poria, Lidong Bing. Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing. 2025.",,3,open,general,retrieval; benchmark,,,,,unscreened,
P63444422A7,Llama-Embed-Nemotron-8B: A Universal Text Embedding Model for Multilingual and Cross-Lingual Tasks,Yauhen Babakhin; Radek Osmulski; Ronay Ak; G. Moreira; Mengyao Xu; Benedikt Schifferer; Bo Liu; Even Oldridge,2025,arXiv.org,10.48550/arxiv.2511.07025,https://www.semanticscholar.org/paper/a2a819feab6d7863afe67372a2ff8813d4538dfc,https://arxiv.org/pdf/2511.07025,Semantic Scholar,"We introduce llama-embed-nemotron-8b, an open-weights text embedding model that achieves state-of-the-art performance on the Multilingual Massive Text Embedding Benchmark (MMTEB) leaderboard as of October 21, 2025. While recent models show strong performance, their training data or methodologies are often not fully disclosed. We aim to address this by developing a fully open-source model, publicly releasing its weights and detailed ablation studies, and planning to share the curated training datasets. Our model demonstrates superior performance across all major embedding tasks -- including retrieval, classification and semantic textual similarity (STS) -- and excels in challenging multilingual scenarios, such as low-resource languages and cross-lingual setups. This state-of-the-art performance is driven by a novel data mix of 16.1 million query-document pairs, split between 7.7 million samples from public datasets and 8.4 million synthetically generated examples from various open-weight LLMs. One of our key contributions is a detailed ablation study analyzing core design choices, including a comparison of contrastive loss implementations, an evaluation of synthetic data generation (SDG) strategies, and the impact of model merging. The llama-embed-nemotron-8b is an instruction-aware model, supporting user-defined instructions to enhance performance for specific use-cases. This combination of top-tier performance, broad applicability, and user-driven flexibility enables it to serve as a universal text embedding solution.",,29,open,general,retrieval; embedding; benchmark,,MMTEB,,,unscreened,
P2DEDC4E1C3,Lightweight Semantic Search For Low-Resource Languages: A Case Study In Vietnamese Information Retrieval,Chi Mai Nguyen; Hoang Anh Phi Tran; P. Thai; Huu Doanh Nguyen; Van Tuan Nguyen,2025,Similarity Search and Applications,10.1007/978-3-032-06069-3_10,https://www.semanticscholar.org/paper/398a150b115eef6614b4c03494717813a6891c72,,Semantic Scholar,,,0,unknown,general,retrieval,,,,,unscreened,
PF8BD9C9F50,Latent Reasoning via Sentence Embedding Prediction,Hyeonbin Hwang; Byeongguk Jeon; Seungone Kim; Jiyeon Kim; Hoyeon Chang; Sohee Yang; Seungpil Won; Dohaeng Lee; Youbin Ahn; Minjoon Seo,2025,arXiv,,http://arxiv.org/abs/2505.22202v2,https://arxiv.org/pdf/2505.22202v2,arXiv,"Autoregressive language models (LMs) generate one token at a time, yet human reasoning operates over higher-level abstractions - sentences, propositions, and concepts. This contrast raises a central question- Can LMs likewise learn to reason over structured semantic units rather than raw token sequences? In this work, we investigate whether pretrained LMs can be lifted into such abstract reasoning spaces by building on their learned representations. We present a framework that adapts a pretrained token-level LM to operate in sentence space by autoregressively predicting continuous embeddings of next sentences. We explore two embedding paradigms inspired by classical representation learning: 1) semantic embeddings, learned via autoencoding to preserve surface meaning; and 2) contextual embeddings, trained via next-sentence prediction to encode anticipatory structure. We evaluate both under two inference regimes: Discretized, which decodes each predicted embedding into text before re-encoding; and Continuous, which reasons entirely in embedding space for improved efficiency. Across four domains - mathematics, logic, commonsense, and planning - contextual embeddings under continuous inference show competitive performance with Chain-of-Thought (CoT) while reducing inference-time FLOPs on average by half. We also present early signs of scalability and modular adaptation. Finally, to visualize latent trajectories, we introduce SentenceLens, a diagnostic tool that decodes intermediate model states into interpretable sentences. Together, our results indicate that pretrained LMs can effectively transition to abstract, structured reasoning within latent embedding spaces.",,,open,general,embedding; benchmark,,,,,unscreened,
P32BFB5A4BC,LITERAS: Biomedical literature review and citation retrieval agents,A. Gorenshtein; Kamel Shihada; M. Sorka; Dvir Aran; S. Shelly,2025,Comput. Biol. Medicine,10.1016/j.compbiomed.2025.110363,https://www.semanticscholar.org/paper/a9ddffc92014f55ed8f9de7e27f2baf6a85644c4,,Semantic Scholar,"BACKGROUND Existing tools for reference retrieval using large language models (LLMs) frequently generate inaccurate, gray literature or fabricated citations, leading to poor accuracy. In this study, we aim to address this gap by developing a highly accurate reference retrieval system focusing on the precision and reliability of citations across five medical fields. METHODS We developed open-source multi-AI agent, literature review, and citation retrieval agents (LITERAS) designed to generate literature review drafts with accurate and confirmable citations. LITERAS integrates a search through the largest biomedical literature database (MEDLINE) via PubMed's application programming interface and bidirectional inter-agent communication to enhance citation accuracy and reliability. To evaluate its performance, we compared LITERAS to state-of-the-art LLMs, Sonar and Sonar-Pro by Perplexity AI. The evaluation covered five distinct medical disciplines Oncology, Cardiology, Rheumatology, Psychiatry, and Infectious Diseases/Public Health, focusing on the credibility, precision, and confirmation of citations, as well as the overall quality of the referenced sources. RESULTS LITERAS achieved near-perfect citation accuracy (i.e., whether references match real publications) at 99.82 %, statistically indistinguishable from Sonar (100.00 %, p = 0.065) and Sonar-Pro (99.93 %, p = 0.074). When focusing on referencing accuracy (the consistency between in-text citation details and metadata), LITERAS (96.81 %) significantly outperformed Sonar (89.07 %, p < 0.001) and matched Sonar-Pro (96.33 %, p = 0.139). Notably, LITERAS exclusively relied on Q1-Q2, peer-reviewed journals (0 % nonacademic content), whereas Sonar contained 35.60 % (p < 0.01) nonacademic sources, and Sonar-Pro used 6.47 % (p < 0.001). However, Sonar-Pro cited higher-impact journals than LITERAS (median impact factor (IF) = 14.70 vs LITERAS 3.70, p < 0.001). LITERAS's multi-agent loop (2.2 ± 1.34 iterations per query) minimized hallucinations and consistently prioritized recent articles (IQR = 2023-2024). The field-specific analysis demonstrated the oncology field with the largest IF discrepancies (Sonar-Pro 42.1 vs LITERAS 4.3, p < 0.001), reflecting Sonar-Pro's preference for major consortium guidelines and high-impact meta-analyses. CONCLUSION LITERAS demonstrated significantly higher retrieval of recent academic journal articles and generating longer summary report compared to academic search LLMs approaches in literature review tasks. This work provides insights into improving the reliability of AI-assisted literature review systems.",,10,unknown,medical,retrieval; benchmark,,,Accuracy; Precision,,unscreened,
PDD35BAA13F,LAURA: A Legal Agent Using Reasoning and Acting for Vietnamese Law,Van-Khanh Tran; V. Nguyen,2025,International Conference on Knowledge and Systems Engineering,10.1109/kse68178.2025.11309628,https://www.semanticscholar.org/paper/7f4651be46ac1c3f458a6b8493edf8660175721c,,Semantic Scholar,"Accessing legal information in Vietnam is fraught with challenges, primarily due to the sheer volume of legal documents and the complexity of legal language. While Large Language Models (LLMs) present a potential solution, they are often hindered by issues of ‘hallucination’ and outdated knowledge. To overcome these obstacles, this paper introduces LAURA (A Legal Agent Using Reasoning and Acting), a novel agent-based question-answering system tailored for Vietnamese law. LAURA operates on an agentic workflow, leveraging an LLM as its core reasoning engine. The system is built on the ReAct paradigm, which synergizes reasoning with the use of retrieval tools to process legal queries effectively. To enhance accuracy and minimize errors, a custom retrieval module was developed, combining Reciprocal Rank Fusion (RRF) with the BM25 sparse retriever and the multilingual-e5 dense retriever. Furthermore, LAURA integrates Tavily Search to access the latest legal information from external sources in real-time. This integrated approach demonstrates the significant potential of combining agentic reasoning with multi-source retrieval to create an accurate and interpretable legal question-answering system for the Vietnamese language.",,0,unknown,legal,retrieval,multilingual-e5; E5; BM25,,Accuracy,,unscreened,
P6C61315AD7,Knowledge Retrieval Based on Generative AI,Te-Lun Yang; Jyi-Shane Liu; Yuen-Hsien Tseng; Jyh-Shing Roger Jang,2025,arXiv.org,10.48550/arxiv.2501.04635,https://www.semanticscholar.org/paper/9ffada2c33e1b3d551311147d2a6f511bf6263c7,https://arxiv.org/pdf/2501.04635,Semantic Scholar,"This study develops a question-answering system based on Retrieval-Augmented Generation (RAG) using Chinese Wikipedia and Lawbank as retrieval sources. Using TTQA and TMMLU+ as evaluation datasets, the system employs BGE-M3 for dense vector retrieval to obtain highly relevant search results and BGE-reranker to reorder these results based on query relevance. The most pertinent retrieval outcomes serve as reference knowledge for a Large Language Model (LLM), enhancing its ability to answer questions and establishing a knowledge retrieval system grounded in generative AI. The system's effectiveness is assessed through a two-stage evaluation: automatic and assisted performance evaluations. The automatic evaluation calculates accuracy by comparing the model's auto-generated labels with ground truth answers, measuring performance under standardized conditions without human intervention. The assisted performance evaluation involves 20 finance-related multiple-choice questions answered by 20 participants without financial backgrounds. Initially, participants answer independently. Later, they receive system-generated reference information to assist in answering, examining whether the system improves accuracy when assistance is provided. The main contributions of this research are: (1) Enhanced LLM Capability: By integrating BGE-M3 and BGE-reranker, the system retrieves and reorders highly relevant results, reduces hallucinations, and dynamically accesses authorized or public knowledge sources. (2) Improved Data Privacy: A customized RAG architecture enables local operation of the LLM, eliminating the need to send private data to external servers. This approach enhances data security, reduces reliance on commercial services, lowers operational costs, and mitigates privacy risks.",,5,open,general,retrieval; RAG; benchmark,BGE-M3,,Accuracy,,unscreened,
PACF8B48F7C,Integration of biomedical concepts for enhanced medical literature retrieval,Sameh Frihat; Norbert Fuhr,2025,International Journal of Data Science and Analysis,10.1007/s41060-025-00724-z,https://www.semanticscholar.org/paper/973a58984948d35f7f5f657b70718a39261d57f5,https://doi.org/10.1007/s41060-025-00724-z,Semantic Scholar,"This study investigates the potential of biomedical concepts—genes, diseases, and chemicals—in enhancing biomedical literature retrieval systems amidst the burgeoning volume of biomedical literature. We compare five traditional sparse approaches against hybrid BERT-based methods, to assess their effectiveness in leveraging biomedical concepts for improved retrieval accuracy. Our research poses critical questions on the necessity and efficiency of biomedical concepts in the era of advanced language models and evaluates if these concepts can further refine retrieval outcomes. Using datasets from Text REtrieval Conference Precision Medicine tracks (2017–2019), which are based on the Medline collection (30+ million biomedical publications) and NDCG@10 (Normalized Discounted Cumulative Gain) for evaluation, we demonstrate that biomedical concepts are indeed helpful for both hybrid and sparse retrieval strategies in the biomedical domain and that the performance of sparse and hybrid methods is comparable. We further demonstrate how our findings can be integrated into a live search system to support clinical practice.",,4,open,medical,retrieval; benchmark,,,nDCG; Accuracy; Precision,,unscreened,
P5D46BF53AC,Integrating Legal BERT-Based Embedding and ReAct Multi-Agent for an Intelligent Consulting System,Tho H. Nguyen; Hung Q. Ngo; Vuong T. Pham; Dung A. Tran; Anh T. Huynh; Hien D. Nguyen,2025,Frontiers in artificial intelligence and applications,10.3233/faia250544,https://doi.org/10.3233/faia250544,,OpenAlex,"In Vietnam, accessing accurate and personalized legal advice remains a significant challenge due to the complexity of legal documents and limited public legal literacy. This paper introduces an intelligent legal consulting system that integrates three key components: the Legal-Onto knowledge representation model, the VietnamLegalText-SBERT embedding model, and a ReAct-based multi-agent framework. Legal-Onto organizes legal knowledge into semantic graphs of legal concepts, capturing internal relationships, definitions, and key attributes from legal texts. Each node in the knowledge graph is embedded using VietnamLegalText-SBERT—a BERT-based model fine-tuned on Vietnamese legal corpora—and stored in Elasticsearch to enable efficient vector-based retrieval. A multi-agent architecture facilitates step-by-step reasoning, query decomposition, document retrieval, legal interpretation, and output validation. The system is evaluated on real-world legal queries collected from public sources, showing superior performance over a general-purpose GPT-4o baseline in terms of answer accuracy, citation correctness, and contextual relevance. The results demonstrate that combining domain-specific semantic modeling with reasoning agents yields interpretable, reliable, and context-aware legal support, paving the way for broader public access to legal guidance in Vietnam.",,0,unknown,legal,retrieval; embedding; benchmark,Sentence-BERT,,Accuracy,,unscreened,
P8B11775FA2,Integrating Knowledge Graph with Retrieval-Augmented Generation for Vietnamese Legal Question Answering,Vuong T Pham; Minh Phan,2025,DS Journal of Digital Science and Technology,10.59232/dst-v5i1p101,https://www.semanticscholar.org/paper/5f76798b33056ba04c2662ffcecb757c6bd7bda9,,Crossref; Semantic Scholar,"Large Language Models (LLMs) are increasingly used for question answering, but legal applications require grounded answers with article-level citations and minimal unsupported statements. This paper presents a framework that integrates an ontology-driven Knowledge Graph (KG) with Retrieval-Augmented Generation (RAG) for Vietnamese legal question answering. The method builds a document-aware KG that preserves the hierarchical structure of statutes (Document → Chapter → Section → Article → Clause → Point) and encodes semantic and cross-reference relations. Graph-aware retrieval is combined with a hybrid ranking function that balances semantic similarity and graph-derived confidence, and the retrieved legal provisions are provided to an LLM using a constrained prompting template to generate answers with explicit citations. Experiments on three Vietnamese law domains (Electronic Transaction Law, Land Law, and Labor Law) report 85.7% answer accuracy, outperforming BM25 keyword search (62.3%) and a pure LLM baseline (71.5%), while improving citation quality. The framework is intended to increase traceability by grounding generation in retrieved statutory provisions.",,0,unknown,legal,retrieval; RAG,BM25,,Accuracy,,unscreened,
